County,Election District,Election Precinct,Cong,Legs,Candidate Name,Party,Office Name,Office District,Winner,Election Night Votes
16,5,5,8,20,David V. Lipscomb,DEM,County Council At Large,,,5
16,5,5,8,20,Melissa McKenna,DEM,County Council At Large,,,9
16,5,5,8,20,Danielle Meitiv,DEM,County Council At Large,,,31
16,5,5,8,20,Hans Riemer,DEM,County Council At Large,,Y,130
16,5,5,8,20,Michele Riley,DEM,County Council At Large,,,19
16,5,5,8,20,Graciela Rivera-Oven,DEM,County Council At Large,,,12
16,5,5,8,20,Darwin Romero,DEM,County Council At Large,,,11
16,5,5,8,20,Mohammad Siddique,DEM,County Council At Large,,,25
16,5,5,8,20,Jarrett Smith,DEM,County Council At Large,,,17
16,5,5,8,20,Steve Solomon,DEM,County Council At Large,,,10
16,5,5,8,20,Chris Wilhelm,DEM,County Council At Large,,,50
16,5,5,8,20,Kevin Harris,DEM,County Council         ,5,,64
16,5,5,8,20,Tom Hucker,DEM,County Council         ,5,Y,199
16,5,5,8,20,Kenge Malikidogo-Fludd,DEM,County Council         ,5,,39
16,5,5,8,20,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,193
16,5,5,8,20,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,220
16,5,5,8,20,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,222
16,5,5,8,20,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,226
16,5,5,8,20,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,169
16,5,5,8,20,David W. Lease,DEM,Judge of the Circuit Court,6,Y,167
16,5,5,8,20,Marylin Pierre,DEM,Judge of the Circuit Court,6,,143
16,5,5,8,20,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,207
16,5,5,8,20,John McCarthy,DEM,State's Attorney       ,,Y,276
16,5,5,8,20,Alan S. Bowser,DEM,Clerk Circuit Court,,,97
16,5,5,8,20,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,159
16,5,5,8,20,Joseph M. Griffin,DEM,Register of Wills      ,,Y,268
16,5,5,8,20,Darren Mark Popkin,DEM,Sheriff                ,,Y,270
16,5,5,8,20,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,154
16,5,5,8,20,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,157
16,5,5,8,20,Martine Laney,DEM,DEM Cent Comm Female At Large,,,104
16,5,5,8,20,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,137
16,5,5,8,20,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,147
16,5,5,8,20,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,131
16,5,5,8,20,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,87
16,5,5,8,20,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,69
16,5,5,8,20,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,87
16,5,5,8,20,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,140
16,5,5,8,20,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,84
16,5,5,8,20,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,50
16,5,5,8,20,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,80
16,5,5,8,20,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,75
16,5,5,8,20,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,83
16,5,5,8,20,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,86
16,5,5,8,20,Pamela Francine Luckett,DEM,DEM Cent Comm Female,20,Y,255
16,5,5,8,20,George Neighbors,DEM,DEM Cent Comm Male,20,Y,250
16,5,6,3,20,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,162
16,5,6,3,20,Ralph Jaffe,DEM,Governor / Lt. Governor,,,6
16,5,6,3,20,Ben Jealous,DEM,Governor / Lt. Governor,,Y,214
16,5,6,3,20,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,4
16,5,6,3,20,Valerie Ervin,DEM,Governor / Lt. Governor,,,11
16,5,6,3,20,Rich Madaleno,DEM,Governor / Lt. Governor,,,31
16,5,6,3,20,Alec Ross,DEM,Governor / Lt. Governor,,,5
16,5,6,3,20,Jim Shea,DEM,Governor / Lt. Governor,,,6
16,5,6,3,20,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,23
16,5,6,3,20,Peter Franchot,DEM,Comptroller            ,,Y,415
16,5,6,3,20,Brian E. Frosh,DEM,Attorney General       ,,Y,413
16,5,6,3,20,Ben Cardin,DEM,U.S. Senator           ,,Y,367
16,5,6,3,20,Erik Jetmir,DEM,U.S. Senator           ,,,16
16,5,6,3,20,Chelsea Manning,DEM,U.S. Senator           ,,,24
16,5,6,3,20,Marcia H. Morgan,DEM,U.S. Senator           ,,,14
16,5,6,3,20,Jerome Jerry Segal,DEM,U.S. Senator           ,,,21
16,5,6,3,20,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,2
16,5,6,3,20,Debbie Rica Wilson,DEM,U.S. Senator           ,,,16
16,5,6,3,20,Lih Young,DEM,U.S. Senator           ,,,8
16,5,6,3,20,Adam D. DeMarco,DEM,Representative in Congress,3,,32
16,5,6,3,20,John Rea,DEM,Representative in Congress,3,,17
16,5,6,3,20,Eduardo Rosas,DEM,Representative in Congress,3,,42
16,5,6,3,20,John Sarbanes,DEM,Representative in Congress,3,Y,343
16,5,6,3,20,Will Smith,DEM,State Senator          ,20,Y,419
16,5,6,3,20,Fatmata Barrie,DEM,House of Delegates     ,20,,162
16,5,6,3,20,Lorig Charkoudian,DEM,House of Delegates     ,20,Y,169
16,5,6,3,20,Malik Lendzondzo,DEM,House of Delegates     ,20,,47
16,5,6,3,20,David Moon,DEM,House of Delegates     ,20,Y,322
16,5,6,3,20,Darian Unger,DEM,House of Delegates     ,20,,172
16,5,6,3,20,Jheanelle Wilkins,DEM,House of Delegates     ,20,Y,275
16,5,6,3,20,George Zokle,DEM,House of Delegates     ,20,,41
16,5,6,3,20,Roger Berliner,DEM,County Executive       ,,,54
16,5,6,3,20,David Blair,DEM,County Executive       ,,,124
16,5,6,3,20,Marc Elrich,DEM,County Executive       ,,Y,158
16,5,6,3,20,Bill Frick,DEM,County Executive       ,,,8
16,5,6,3,20,Rose Krasnow,DEM,County Executive       ,,,49
16,5,6,3,20,George L. Leventhal,DEM,County Executive       ,,,66
16,5,6,3,20,Gabe Albornoz,DEM,County Council At Large,,Y,61
16,5,6,3,20,Rosemary O. Arkoian,DEM,County Council At Large,,,26
16,5,6,3,20,Marilyn Balcombe,DEM,County Council At Large,,,55
16,5,6,3,20,Charles Barkley,DEM,County Council At Large,,,28
16,5,6,3,20,Shruti Bhatnagar,DEM,County Council At Large,,,29
16,5,6,3,20,Cherri L. Branson,DEM,County Council At Large,,,46
16,5,6,3,20,Brandy H. M. Brooks,DEM,County Council At Large,,,135
16,5,6,3,20,Craig Carozza-Caviness,DEM,County Council At Large,,,7
16,5,6,3,20,Ron Colbert,DEM,County Council At Large,,,8
16,5,6,3,20,Bill Conway,DEM,County Council At Large,,,36
16,5,6,3,20,Hoan Dang,DEM,County Council At Large,,,56
16,5,6,3,20,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,8
16,5,6,3,20,Lorna Phillips Forde,DEM,County Council At Large,,,33
16,5,6,3,20,Jill Ortman Fouse,DEM,County Council At Large,,,27
16,5,6,3,20,Loretta Jean Garcia,DEM,County Council At Large,,,45
16,5,6,3,20,Paul S. Geller,DEM,County Council At Large,,,8
16,5,6,3,20,Evan Glass,DEM,County Council At Large,,Y,103
16,5,6,3,20,Richard Gottfried,DEM,County Council At Large,,,8
16,5,6,3,20,Neil H. Greenberger,DEM,County Council At Large,,,16
16,5,6,3,20,Seth Grimes,DEM,County Council At Large,,,5
16,5,6,3,20,Ashwani Jain,DEM,County Council At Large,,,64
16,5,6,3,20,Will Jawando,DEM,County Council At Large,,Y,274
16,5,6,3,20,David V. Lipscomb,DEM,County Council At Large,,,10
16,5,6,3,20,Melissa McKenna,DEM,County Council At Large,,,32
16,5,6,3,20,Danielle Meitiv,DEM,County Council At Large,,,44
16,5,6,3,20,Hans Riemer,DEM,County Council At Large,,Y,199
16,5,6,3,20,Michele Riley,DEM,County Council At Large,,,20
16,5,6,3,20,Graciela Rivera-Oven,DEM,County Council At Large,,,27
16,5,6,3,20,Darwin Romero,DEM,County Council At Large,,,7
16,5,6,3,20,Mohammad Siddique,DEM,County Council At Large,,,54
16,5,6,3,20,Jarrett Smith,DEM,County Council At Large,,,19
16,5,6,3,20,Steve Solomon,DEM,County Council At Large,,,11
16,5,6,3,20,Chris Wilhelm,DEM,County Council At Large,,,141
16,5,6,3,20,Kevin Harris,DEM,County Council         ,5,,126
16,5,6,3,20,Tom Hucker,DEM,County Council         ,5,Y,254
16,5,6,3,20,Kenge Malikidogo-Fludd,DEM,County Council         ,5,,38
16,5,6,3,20,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,285
16,5,6,3,20,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,335
16,5,6,3,20,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,316
16,5,6,3,20,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,324
16,5,6,3,20,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,259
16,5,6,3,20,David W. Lease,DEM,Judge of the Circuit Court,6,Y,242
16,5,6,3,20,Marylin Pierre,DEM,Judge of the Circuit Court,6,,220
16,5,6,3,20,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,289
16,5,6,3,20,John McCarthy,DEM,State's Attorney       ,,Y,396
16,5,6,3,20,Alan S. Bowser,DEM,Clerk Circuit Court,,,136
16,5,6,3,20,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,247
16,5,6,3,20,Joseph M. Griffin,DEM,Register of Wills      ,,Y,390
16,5,6,3,20,Darren Mark Popkin,DEM,Sheriff                ,,Y,376
16,5,6,3,20,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,224
16,5,6,3,20,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,226
16,5,6,3,20,Martine Laney,DEM,DEM Cent Comm Female At Large,,,164
16,5,6,3,20,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,197
16,5,6,3,20,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,219
16,5,6,3,20,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,172
16,5,6,3,20,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,147
16,5,6,3,20,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,90
16,5,6,3,20,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,119
16,5,6,3,20,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,165
16,5,6,3,20,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,119
16,5,6,3,20,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,93
16,5,6,3,20,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,131
16,5,6,3,20,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,105
16,5,6,3,20,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,123
16,5,6,3,20,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,138
16,5,6,3,20,Pamela Francine Luckett,DEM,DEM Cent Comm Female,20,Y,379
16,5,6,3,20,George Neighbors,DEM,DEM Cent Comm Male,20,Y,366
16,5,8,8,14,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,140
16,5,8,8,14,Ralph Jaffe,DEM,Governor / Lt. Governor,,,12
16,5,8,8,14,Ben Jealous,DEM,Governor / Lt. Governor,,Y,191
16,5,8,8,14,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,7
16,5,8,8,14,Valerie Ervin,DEM,Governor / Lt. Governor,,,13
16,5,8,8,14,Rich Madaleno,DEM,Governor / Lt. Governor,,,32
16,5,8,8,14,Alec Ross,DEM,Governor / Lt. Governor,,,10
16,5,8,8,14,Jim Shea,DEM,Governor / Lt. Governor,,,6
16,5,8,8,14,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,22
16,5,8,8,14,Peter Franchot,DEM,Comptroller            ,,Y,399
16,5,8,8,14,Brian E. Frosh,DEM,Attorney General       ,,Y,400
16,5,8,8,14,Ben Cardin,DEM,U.S. Senator           ,,Y,384
16,5,8,8,14,Erik Jetmir,DEM,U.S. Senator           ,,,5
16,5,8,8,14,Chelsea Manning,DEM,U.S. Senator           ,,,19
16,5,8,8,14,Marcia H. Morgan,DEM,U.S. Senator           ,,,14
16,5,8,8,14,Jerome Jerry Segal,DEM,U.S. Senator           ,,,6
16,5,8,8,14,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,4
16,5,8,8,14,Debbie Rica Wilson,DEM,U.S. Senator           ,,,14
16,5,8,8,14,Lih Young,DEM,U.S. Senator           ,,,2
16,5,8,8,14,Utam Paul,DEM,Representative in Congress,8,,18
16,5,8,8,14,Jamie Raskin,DEM,Representative in Congress,8,Y,389
16,5,8,8,14,Summer Spring,DEM,Representative in Congress,8,,29
16,5,8,8,14,Craig J. Zucker,DEM,State Senator          ,14,Y,401
16,5,8,8,14,Anne R. Kaiser,DEM,House of Delegates     ,14,Y,360
16,5,8,8,14,Eric Luedtke,DEM,House of Delegates     ,14,Y,274
16,5,8,8,14,Pamela Queen,DEM,House of Delegates     ,14,Y,356
16,5,8,8,14,Paul Ransom,DEM,House of Delegates     ,14,,89
16,5,8,8,14,Roger Berliner,DEM,County Executive       ,,,58
16,5,8,8,14,David Blair,DEM,County Executive       ,,,146
16,5,8,8,14,Marc Elrich,DEM,County Executive       ,,Y,112
16,5,8,8,14,Bill Frick,DEM,County Executive       ,,,6
16,5,8,8,14,Rose Krasnow,DEM,County Executive       ,,,56
16,5,8,8,14,George L. Leventhal,DEM,County Executive       ,,,58
16,5,8,8,14,Gabe Albornoz,DEM,County Council At Large,,Y,88
16,5,8,8,14,Rosemary O. Arkoian,DEM,County Council At Large,,,23
16,5,8,8,14,Marilyn Balcombe,DEM,County Council At Large,,,72
16,5,8,8,14,Charles Barkley,DEM,County Council At Large,,,39
16,5,8,8,14,Shruti Bhatnagar,DEM,County Council At Large,,,19
16,5,8,8,14,Cherri L. Branson,DEM,County Council At Large,,,60
16,5,8,8,14,Brandy H. M. Brooks,DEM,County Council At Large,,,109
16,5,8,8,14,Craig Carozza-Caviness,DEM,County Council At Large,,,12
16,5,8,8,14,Ron Colbert,DEM,County Council At Large,,,8
16,5,8,8,14,Bill Conway,DEM,County Council At Large,,,30
16,5,8,8,14,Hoan Dang,DEM,County Council At Large,,,57
16,5,8,8,14,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,7
16,5,8,8,14,Lorna Phillips Forde,DEM,County Council At Large,,,45
16,5,8,8,14,Jill Ortman Fouse,DEM,County Council At Large,,,35
16,5,8,8,14,Loretta Jean Garcia,DEM,County Council At Large,,,44
16,5,8,8,14,Paul S. Geller,DEM,County Council At Large,,,20
16,5,8,8,14,Evan Glass,DEM,County Council At Large,,Y,85
16,5,8,8,14,Richard Gottfried,DEM,County Council At Large,,,6
16,5,8,8,14,Neil H. Greenberger,DEM,County Council At Large,,,11
16,5,8,8,14,Seth Grimes,DEM,County Council At Large,,,14
16,5,8,8,14,Ashwani Jain,DEM,County Council At Large,,,114
16,5,8,8,14,Will Jawando,DEM,County Council At Large,,Y,237
16,5,8,8,14,David V. Lipscomb,DEM,County Council At Large,,,7
16,5,8,8,14,Melissa McKenna,DEM,County Council At Large,,,34
16,5,8,8,14,Danielle Meitiv,DEM,County Council At Large,,,28
16,5,8,8,14,Hans Riemer,DEM,County Council At Large,,Y,197
16,5,8,8,14,Michele Riley,DEM,County Council At Large,,,9
16,5,8,8,14,Graciela Rivera-Oven,DEM,County Council At Large,,,19
16,5,8,8,14,Darwin Romero,DEM,County Council At Large,,,14
16,5,8,8,14,Mohammad Siddique,DEM,County Council At Large,,,28
16,5,8,8,14,Jarrett Smith,DEM,County Council At Large,,,6
16,5,8,8,14,Steve Solomon,DEM,County Council At Large,,,17
16,5,8,8,14,Chris Wilhelm,DEM,County Council At Large,,,90
16,5,8,8,14,Kevin Harris,DEM,County Council         ,5,,121
16,5,8,8,14,Tom Hucker,DEM,County Council         ,5,Y,242
16,5,8,8,14,Kenge Malikidogo-Fludd,DEM,County Council         ,5,,52
16,5,8,8,14,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,286
16,5,8,8,14,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,310
16,5,8,8,14,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,310
16,5,8,8,14,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,316
16,5,8,8,14,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,280
16,5,8,8,14,David W. Lease,DEM,Judge of the Circuit Court,6,Y,263
16,5,8,8,14,Marylin Pierre,DEM,Judge of the Circuit Court,6,,182
16,5,8,8,14,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,281
16,5,8,8,14,John McCarthy,DEM,State's Attorney       ,,Y,384
16,5,8,8,14,Alan S. Bowser,DEM,Clerk Circuit Court,,,127
16,5,8,8,14,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,249
16,5,8,8,14,Joseph M. Griffin,DEM,Register of Wills      ,,Y,377
16,5,8,8,14,Darren Mark Popkin,DEM,Sheriff                ,,Y,371
16,5,8,8,14,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,215
16,5,8,8,14,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,186
16,5,8,8,14,Martine Laney,DEM,DEM Cent Comm Female At Large,,,124
16,5,8,8,14,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,240
16,5,8,8,14,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,235
16,5,8,8,14,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,172
16,5,8,8,14,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,146
16,5,8,8,14,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,92
16,5,8,8,14,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,148
16,5,8,8,14,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,166
16,5,8,8,14,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,124
16,5,8,8,14,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,81
16,5,8,8,14,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,123
16,5,8,8,14,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,140
16,5,8,8,14,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,105
16,5,8,8,14,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,111
16,5,8,8,14,Mimi Hassanein,DEM,DEM Cent Comm Female,14,Y,362
16,5,8,8,14,Arthur Edmunds,DEM,DEM Cent Comm Male,14,Y,367
16,5,9,8,14,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,215
16,5,9,8,14,Ralph Jaffe,DEM,Governor / Lt. Governor,,,12
16,5,9,8,14,Ben Jealous,DEM,Governor / Lt. Governor,,Y,255
16,5,9,8,14,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,9
16,5,9,8,14,Valerie Ervin,DEM,Governor / Lt. Governor,,,9
16,5,9,8,14,Rich Madaleno,DEM,Governor / Lt. Governor,,,72
16,5,9,8,14,Alec Ross,DEM,Governor / Lt. Governor,,,9
16,5,9,8,14,Jim Shea,DEM,Governor / Lt. Governor,,,16
16,5,9,8,14,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,35
16,5,9,8,14,Peter Franchot,DEM,Comptroller            ,,Y,588
16,5,9,8,14,Brian E. Frosh,DEM,Attorney General       ,,Y,587
16,5,9,8,14,Ben Cardin,DEM,U.S. Senator           ,,Y,550
16,5,9,8,14,Erik Jetmir,DEM,U.S. Senator           ,,,10
16,5,9,8,14,Chelsea Manning,DEM,U.S. Senator           ,,,20
16,5,9,8,14,Marcia H. Morgan,DEM,U.S. Senator           ,,,20
16,5,9,8,14,Jerome Jerry Segal,DEM,U.S. Senator           ,,,22
16,5,9,8,14,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,14
16,5,9,8,14,Debbie Rica Wilson,DEM,U.S. Senator           ,,,11
16,5,9,8,14,Lih Young,DEM,U.S. Senator           ,,,7
16,5,9,8,14,Utam Paul,DEM,Representative in Congress,8,,21
16,5,9,8,14,Jamie Raskin,DEM,Representative in Congress,8,Y,590
16,5,9,8,14,Summer Spring,DEM,Representative in Congress,8,,36
16,5,9,8,14,Craig J. Zucker,DEM,State Senator          ,14,Y,587
16,5,9,8,14,Anne R. Kaiser,DEM,House of Delegates     ,14,Y,535
16,5,9,8,14,Eric Luedtke,DEM,House of Delegates     ,14,Y,438
16,5,9,8,14,Pamela Queen,DEM,House of Delegates     ,14,Y,496
16,5,9,8,14,Paul Ransom,DEM,House of Delegates     ,14,,128
16,5,9,8,14,Roger Berliner,DEM,County Executive       ,,,73
16,5,9,8,14,David Blair,DEM,County Executive       ,,,175
16,5,9,8,14,Marc Elrich,DEM,County Executive       ,,Y,240
16,5,9,8,14,Bill Frick,DEM,County Executive       ,,,6
16,5,9,8,14,Rose Krasnow,DEM,County Executive       ,,,89
16,5,9,8,14,George L. Leventhal,DEM,County Executive       ,,,76
16,5,9,8,14,Gabe Albornoz,DEM,County Council At Large,,Y,109
16,5,9,8,14,Rosemary O. Arkoian,DEM,County Council At Large,,,29
16,5,9,8,14,Marilyn Balcombe,DEM,County Council At Large,,,112
16,5,9,8,14,Charles Barkley,DEM,County Council At Large,,,36
16,5,9,8,14,Shruti Bhatnagar,DEM,County Council At Large,,,35
16,5,9,8,14,Cherri L. Branson,DEM,County Council At Large,,,57
16,5,9,8,14,Brandy H. M. Brooks,DEM,County Council At Large,,,119
16,5,9,8,14,Craig Carozza-Caviness,DEM,County Council At Large,,,7
16,5,9,8,14,Ron Colbert,DEM,County Council At Large,,,9
16,5,9,8,14,Bill Conway,DEM,County Council At Large,,,141
16,5,9,8,14,Hoan Dang,DEM,County Council At Large,,,107
16,5,9,8,14,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,18
16,5,9,8,14,Lorna Phillips Forde,DEM,County Council At Large,,,49
16,5,9,8,14,Jill Ortman Fouse,DEM,County Council At Large,,,73
16,5,9,8,14,Loretta Jean Garcia,DEM,County Council At Large,,,42
16,5,9,8,14,Paul S. Geller,DEM,County Council At Large,,,18
16,5,9,8,14,Evan Glass,DEM,County Council At Large,,Y,147
16,5,9,8,14,Richard Gottfried,DEM,County Council At Large,,,11
16,5,9,8,14,Neil H. Greenberger,DEM,County Council At Large,,,14
16,5,9,8,14,Seth Grimes,DEM,County Council At Large,,,17
16,5,9,8,14,Ashwani Jain,DEM,County Council At Large,,,266
16,5,9,8,14,Will Jawando,DEM,County Council At Large,,Y,327
16,5,9,8,14,David V. Lipscomb,DEM,County Council At Large,,,19
16,5,9,8,14,Melissa McKenna,DEM,County Council At Large,,,18
16,5,9,8,14,Danielle Meitiv,DEM,County Council At Large,,,50
16,5,9,8,14,Hans Riemer,DEM,County Council At Large,,Y,265
16,5,9,8,14,Michele Riley,DEM,County Council At Large,,,27
16,5,9,8,14,Graciela Rivera-Oven,DEM,County Council At Large,,,30
16,5,9,8,14,Darwin Romero,DEM,County Council At Large,,,10
16,5,9,8,14,Mohammad Siddique,DEM,County Council At Large,,,44
16,5,9,8,14,Jarrett Smith,DEM,County Council At Large,,,10
16,5,9,8,14,Steve Solomon,DEM,County Council At Large,,,20
16,5,9,8,14,Chris Wilhelm,DEM,County Council At Large,,,132
16,5,9,8,14,Jay Graney,DEM,County Council         ,4,,44
16,5,9,8,14,Nancy Navarro,DEM,County Council         ,4,Y,577
16,5,9,8,14,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,436
16,5,9,8,14,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,477
16,5,9,8,14,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,479
16,5,9,8,14,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,469
16,5,9,8,14,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,406
16,5,9,8,14,David W. Lease,DEM,Judge of the Circuit Court,6,Y,371
16,5,9,8,14,Marylin Pierre,DEM,Judge of the Circuit Court,6,,251
16,5,9,8,14,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,430
16,5,9,8,14,John McCarthy,DEM,State's Attorney       ,,Y,553
16,5,9,8,14,Alan S. Bowser,DEM,Clerk Circuit Court,,,175
16,5,9,8,14,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,353
16,5,9,8,14,Joseph M. Griffin,DEM,Register of Wills      ,,Y,546
16,5,9,8,14,Darren Mark Popkin,DEM,Sheriff                ,,Y,529
16,5,9,8,14,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,266
16,5,9,8,14,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,252
16,5,9,8,14,Martine Laney,DEM,DEM Cent Comm Female At Large,,,184
16,5,9,8,14,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,322
16,5,9,8,14,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,339
16,5,9,8,14,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,224
16,5,9,8,14,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,158
16,5,9,8,14,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,105
16,5,9,8,14,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,230
16,5,9,8,14,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,192
16,5,9,8,14,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,289
16,5,9,8,14,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,93
16,5,9,8,14,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,159
16,5,9,8,14,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,194
16,5,9,8,14,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,144
16,5,9,8,14,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,143
16,5,9,8,14,Mimi Hassanein,DEM,DEM Cent Comm Female,14,Y,516
16,5,9,8,14,Arthur Edmunds,DEM,DEM Cent Comm Male,14,Y,511
16,5,10,3,20,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,68
16,5,10,3,20,Ralph Jaffe,DEM,Governor / Lt. Governor,,,5
16,5,10,3,20,Ben Jealous,DEM,Governor / Lt. Governor,,Y,117
16,5,10,3,20,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,6
16,5,10,3,20,Valerie Ervin,DEM,Governor / Lt. Governor,,,6
16,5,10,3,20,Rich Madaleno,DEM,Governor / Lt. Governor,,,14
16,5,10,3,20,Alec Ross,DEM,Governor / Lt. Governor,,,7
16,5,10,3,20,Jim Shea,DEM,Governor / Lt. Governor,,,5
16,5,10,3,20,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,15
16,5,10,3,20,Peter Franchot,DEM,Comptroller            ,,Y,216
16,5,10,3,20,Brian E. Frosh,DEM,Attorney General       ,,Y,210
16,5,10,3,20,Ben Cardin,DEM,U.S. Senator           ,,Y,184
