County,Election District,Election Precinct,Cong,Legs,Candidate Name,Party,Office Name,Office District,Winner,Election Night Votes
16,7,16,8,18,Bill Frick,DEM,County Executive       ,,,44
16,7,16,8,18,Rose Krasnow,DEM,County Executive       ,,,63
16,7,16,8,18,George L. Leventhal,DEM,County Executive       ,,,27
16,7,16,8,18,Gabe Albornoz,DEM,County Council At Large,,Y,150
16,7,16,8,18,Rosemary O. Arkoian,DEM,County Council At Large,,,13
16,7,16,8,18,Marilyn Balcombe,DEM,County Council At Large,,,105
16,7,16,8,18,Charles Barkley,DEM,County Council At Large,,,30
16,7,16,8,18,Shruti Bhatnagar,DEM,County Council At Large,,,30
16,7,16,8,18,Cherri L. Branson,DEM,County Council At Large,,,36
16,7,16,8,18,Brandy H. M. Brooks,DEM,County Council At Large,,,79
16,7,16,8,18,Craig Carozza-Caviness,DEM,County Council At Large,,,1
16,7,16,8,18,Ron Colbert,DEM,County Council At Large,,,1
16,7,16,8,18,Bill Conway,DEM,County Council At Large,,,56
16,7,16,8,18,Hoan Dang,DEM,County Council At Large,,,39
16,7,16,8,18,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,4
16,7,16,8,18,Lorna Phillips Forde,DEM,County Council At Large,,,26
16,7,16,8,18,Jill Ortman Fouse,DEM,County Council At Large,,,56
16,7,16,8,18,Loretta Jean Garcia,DEM,County Council At Large,,,23
16,7,16,8,18,Paul S. Geller,DEM,County Council At Large,,,7
16,7,16,8,18,Evan Glass,DEM,County Council At Large,,Y,149
16,7,16,8,18,Richard Gottfried,DEM,County Council At Large,,,5
16,7,16,8,18,Neil H. Greenberger,DEM,County Council At Large,,,17
16,7,16,8,18,Seth Grimes,DEM,County Council At Large,,,14
16,7,16,8,18,Ashwani Jain,DEM,County Council At Large,,,42
16,7,16,8,18,Will Jawando,DEM,County Council At Large,,Y,156
16,7,16,8,18,David V. Lipscomb,DEM,County Council At Large,,,5
16,7,16,8,18,Melissa McKenna,DEM,County Council At Large,,,29
16,7,16,8,18,Danielle Meitiv,DEM,County Council At Large,,,51
16,7,16,8,18,Hans Riemer,DEM,County Council At Large,,Y,196
16,7,16,8,18,Michele Riley,DEM,County Council At Large,,,24
16,7,16,8,18,Graciela Rivera-Oven,DEM,County Council At Large,,,18
16,7,16,8,18,Darwin Romero,DEM,County Council At Large,,,1
16,7,16,8,18,Mohammad Siddique,DEM,County Council At Large,,,19
16,7,16,8,18,Jarrett Smith,DEM,County Council At Large,,,9
16,7,16,8,18,Steve Solomon,DEM,County Council At Large,,,33
16,7,16,8,18,Chris Wilhelm,DEM,County Council At Large,,,91
16,7,16,8,18,Bill Cook,DEM,County Council         ,1,,11
16,7,16,8,18,Pete Fosselman,DEM,County Council         ,1,,58
16,7,16,8,18,Andrew Friedson,DEM,County Council         ,1,Y,71
16,7,16,8,18,Ana Sol Gutierrez,DEM,County Council         ,1,,127
16,7,16,8,18,Jim McGee,DEM,County Council         ,1,,3
16,7,16,8,18,Regina Reggie Oldak,DEM,County Council         ,1,,64
16,7,16,8,18,Dalbin Osorio,DEM,County Council         ,1,,2
16,7,16,8,18,Meredith Wellington,DEM,County Council         ,1,,81
16,7,16,8,18,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,196
16,7,16,8,18,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,267
16,7,16,8,18,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,243
16,7,16,8,18,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,264
16,7,16,8,18,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,202
16,7,16,8,18,David W. Lease,DEM,Judge of the Circuit Court,6,Y,189
16,7,16,8,18,Marylin Pierre,DEM,Judge of the Circuit Court,6,,149
16,7,16,8,18,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,254
16,7,16,8,18,John McCarthy,DEM,State's Attorney       ,,Y,335
16,7,16,8,18,Alan S. Bowser,DEM,Clerk Circuit Court,,,85
16,7,16,8,18,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,225
16,7,16,8,18,Joseph M. Griffin,DEM,Register of Wills      ,,Y,332
16,7,16,8,18,Darren Mark Popkin,DEM,Sheriff                ,,Y,331
16,7,16,8,18,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,172
16,7,16,8,18,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,128
16,7,16,8,18,Martine Laney,DEM,DEM Cent Comm Female At Large,,,72
16,7,16,8,18,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,128
16,7,16,8,18,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,135
16,7,16,8,18,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,129
16,7,16,8,18,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,82
16,7,16,8,18,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,57
16,7,16,8,18,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,69
16,7,16,8,18,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,111
16,7,16,8,18,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,69
16,7,16,8,18,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,50
16,7,16,8,18,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,95
16,7,16,8,18,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,64
16,7,16,8,18,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,100
16,7,16,8,18,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,71
16,7,16,8,18,Jazmin Moral,DEM,DEM Cent Comm Female,18,Y,280
16,7,16,8,18,Aaron M. Kaufman,DEM,DEM Cent Comm Male,18,Y,167
16,7,16,8,18,Michael Tardif,DEM,DEM Cent Comm Male,18,,85
16,7,18,8,16,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,231
16,7,18,8,16,Ralph Jaffe,DEM,Governor / Lt. Governor,,,1
16,7,18,8,16,Ben Jealous,DEM,Governor / Lt. Governor,,Y,175
16,7,18,8,16,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,1
16,7,18,8,16,Valerie Ervin,DEM,Governor / Lt. Governor,,,8
16,7,18,8,16,Rich Madaleno,DEM,Governor / Lt. Governor,,,72
16,7,18,8,16,Alec Ross,DEM,Governor / Lt. Governor,,,13
16,7,18,8,16,Jim Shea,DEM,Governor / Lt. Governor,,,20
16,7,18,8,16,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,26
16,7,18,8,16,Peter Franchot,DEM,Comptroller            ,,Y,481
16,7,18,8,16,Brian E. Frosh,DEM,Attorney General       ,,Y,502
16,7,18,8,16,Ben Cardin,DEM,U.S. Senator           ,,Y,487
16,7,18,8,16,Erik Jetmir,DEM,U.S. Senator           ,,,3
16,7,18,8,16,Chelsea Manning,DEM,U.S. Senator           ,,,22
16,7,18,8,16,Marcia H. Morgan,DEM,U.S. Senator           ,,,2
16,7,18,8,16,Jerome Jerry Segal,DEM,U.S. Senator           ,,,25
16,7,18,8,16,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,3
16,7,18,8,16,Debbie Rica Wilson,DEM,U.S. Senator           ,,,6
16,7,18,8,16,Lih Young,DEM,U.S. Senator           ,,,4
16,7,18,8,16,Utam Paul,DEM,Representative in Congress,8,,16
16,7,18,8,16,Jamie Raskin,DEM,Representative in Congress,8,Y,529
16,7,18,8,16,Summer Spring,DEM,Representative in Congress,8,,15
16,7,18,8,16,Susan C. Lee,DEM,State Senator          ,16,Y,505
16,7,18,8,16,Jordan Cooper,DEM,House of Delegates     ,16,,74
16,7,18,8,16,Nuchhi Currier,DEM,House of Delegates     ,16,,52
16,7,18,8,16,Joseph Aloysius Hennessey,DEM,House of Delegates     ,16,,23
16,7,18,8,16,Ariana Kelly,DEM,House of Delegates     ,16,Y,297
16,7,18,8,16,Marc Korman,DEM,House of Delegates     ,16,Y,339
16,7,18,8,16,Marc Lande,DEM,House of Delegates     ,16,,8
16,7,18,8,16,Sara Love,DEM,House of Delegates     ,16,Y,290
16,7,18,8,16,Samir Paul,DEM,House of Delegates     ,16,,344
16,7,18,8,16,Roger Berliner,DEM,County Executive       ,,,144
16,7,18,8,16,David Blair,DEM,County Executive       ,,,149
16,7,18,8,16,Marc Elrich,DEM,County Executive       ,,Y,163
16,7,18,8,16,Bill Frick,DEM,County Executive       ,,,40
16,7,18,8,16,Rose Krasnow,DEM,County Executive       ,,,52
16,7,18,8,16,George L. Leventhal,DEM,County Executive       ,,,29
16,7,18,8,16,Gabe Albornoz,DEM,County Council At Large,,Y,235
16,7,18,8,16,Rosemary O. Arkoian,DEM,County Council At Large,,,10
16,7,18,8,16,Marilyn Balcombe,DEM,County Council At Large,,,156
16,7,18,8,16,Charles Barkley,DEM,County Council At Large,,,10
16,7,18,8,16,Shruti Bhatnagar,DEM,County Council At Large,,,21
16,7,18,8,16,Cherri L. Branson,DEM,County Council At Large,,,21
16,7,18,8,16,Brandy H. M. Brooks,DEM,County Council At Large,,,68
16,7,18,8,16,Craig Carozza-Caviness,DEM,County Council At Large,,,7
16,7,18,8,16,Ron Colbert,DEM,County Council At Large,,,2
16,7,18,8,16,Bill Conway,DEM,County Council At Large,,,78
16,7,18,8,16,Hoan Dang,DEM,County Council At Large,,,67
16,7,18,8,16,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,3
16,7,18,8,16,Lorna Phillips Forde,DEM,County Council At Large,,,11
16,7,18,8,16,Jill Ortman Fouse,DEM,County Council At Large,,,44
16,7,18,8,16,Loretta Jean Garcia,DEM,County Council At Large,,,37
16,7,18,8,16,Paul S. Geller,DEM,County Council At Large,,,11
16,7,18,8,16,Evan Glass,DEM,County Council At Large,,Y,225
16,7,18,8,16,Richard Gottfried,DEM,County Council At Large,,,10
16,7,18,8,16,Neil H. Greenberger,DEM,County Council At Large,,,18
16,7,18,8,16,Seth Grimes,DEM,County Council At Large,,,17
16,7,18,8,16,Ashwani Jain,DEM,County Council At Large,,,38
16,7,18,8,16,Will Jawando,DEM,County Council At Large,,Y,176
16,7,18,8,16,David V. Lipscomb,DEM,County Council At Large,,,5
16,7,18,8,16,Melissa McKenna,DEM,County Council At Large,,,26
16,7,18,8,16,Danielle Meitiv,DEM,County Council At Large,,,69
16,7,18,8,16,Hans Riemer,DEM,County Council At Large,,Y,300
16,7,18,8,16,Michele Riley,DEM,County Council At Large,,,18
16,7,18,8,16,Graciela Rivera-Oven,DEM,County Council At Large,,,20
16,7,18,8,16,Darwin Romero,DEM,County Council At Large,,,1
16,7,18,8,16,Mohammad Siddique,DEM,County Council At Large,,,36
16,7,18,8,16,Jarrett Smith,DEM,County Council At Large,,,0
16,7,18,8,16,Steve Solomon,DEM,County Council At Large,,,14
16,7,18,8,16,Chris Wilhelm,DEM,County Council At Large,,,91
16,7,18,8,16,Bill Cook,DEM,County Council         ,1,,1
16,7,18,8,16,Pete Fosselman,DEM,County Council         ,1,,32
16,7,18,8,16,Andrew Friedson,DEM,County Council         ,1,Y,116
16,7,18,8,16,Ana Sol Gutierrez,DEM,County Council         ,1,,90
16,7,18,8,16,Jim McGee,DEM,County Council         ,1,,6
16,7,18,8,16,Regina Reggie Oldak,DEM,County Council         ,1,,169
16,7,18,8,16,Dalbin Osorio,DEM,County Council         ,1,,1
16,7,18,8,16,Meredith Wellington,DEM,County Council         ,1,,103
16,7,18,8,16,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,191
16,7,18,8,16,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,264
16,7,18,8,16,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,242
16,7,18,8,16,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,248
16,7,18,8,16,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,184
16,7,18,8,16,David W. Lease,DEM,Judge of the Circuit Court,6,Y,179
16,7,18,8,16,Marylin Pierre,DEM,Judge of the Circuit Court,6,,164
16,7,18,8,16,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,254
16,7,18,8,16,John McCarthy,DEM,State's Attorney       ,,Y,390
16,7,18,8,16,Alan S. Bowser,DEM,Clerk Circuit Court,,,74
16,7,18,8,16,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,230
16,7,18,8,16,Joseph M. Griffin,DEM,Register of Wills      ,,Y,377
16,7,18,8,16,Darren Mark Popkin,DEM,Sheriff                ,,Y,376
16,7,18,8,16,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,172
16,7,18,8,16,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,124
16,7,18,8,16,Martine Laney,DEM,DEM Cent Comm Female At Large,,,64
16,7,18,8,16,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,149
16,7,18,8,16,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,152
16,7,18,8,16,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,126
16,7,18,8,16,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,68
16,7,18,8,16,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,50
16,7,18,8,16,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,68
16,7,18,8,16,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,115
16,7,18,8,16,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,66
16,7,18,8,16,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,54
16,7,18,8,16,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,96
16,7,18,8,16,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,103
16,7,18,8,16,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,75
16,7,18,8,16,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,70
16,7,18,8,16,Ann Racuya-Robbins,DEM,DEM Cent Comm Female,16,,78
16,7,18,8,16,Sarah Wolek,DEM,DEM Cent Comm Female,16,Y,153
16,7,18,8,16,Jordan Cooper,DEM,DEM Cent Comm Male,16,Y,123
16,7,18,8,16,Brian Michael Doherty,DEM,DEM Cent Comm Male,16,,44
16,7,18,8,16,Hrant Jamgochian,DEM,DEM Cent Comm Male,16,,115
16,7,19,8,16,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,273
16,7,19,8,16,Ralph Jaffe,DEM,Governor / Lt. Governor,,,8
16,7,19,8,16,Ben Jealous,DEM,Governor / Lt. Governor,,Y,296
16,7,19,8,16,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,1
16,7,19,8,16,Valerie Ervin,DEM,Governor / Lt. Governor,,,10
16,7,19,8,16,Rich Madaleno,DEM,Governor / Lt. Governor,,,157
16,7,19,8,16,Alec Ross,DEM,Governor / Lt. Governor,,,20
16,7,19,8,16,Jim Shea,DEM,Governor / Lt. Governor,,,23
16,7,19,8,16,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,60
16,7,19,8,16,Peter Franchot,DEM,Comptroller            ,,Y,736
16,7,19,8,16,Brian E. Frosh,DEM,Attorney General       ,,Y,761
16,7,19,8,16,Ben Cardin,DEM,U.S. Senator           ,,Y,725
16,7,19,8,16,Erik Jetmir,DEM,U.S. Senator           ,,,7
16,7,19,8,16,Chelsea Manning,DEM,U.S. Senator           ,,,44
16,7,19,8,16,Marcia H. Morgan,DEM,U.S. Senator           ,,,6
16,7,19,8,16,Jerome Jerry Segal,DEM,U.S. Senator           ,,,45
16,7,19,8,16,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,4
16,7,19,8,16,Debbie Rica Wilson,DEM,U.S. Senator           ,,,12
16,7,19,8,16,Lih Young,DEM,U.S. Senator           ,,,8
16,7,19,8,16,Utam Paul,DEM,Representative in Congress,8,,42
16,7,19,8,16,Jamie Raskin,DEM,Representative in Congress,8,Y,782
16,7,19,8,16,Summer Spring,DEM,Representative in Congress,8,,25
16,7,19,8,16,Susan C. Lee,DEM,State Senator          ,16,Y,762
16,7,19,8,16,Jordan Cooper,DEM,House of Delegates     ,16,,183
16,7,19,8,16,Nuchhi Currier,DEM,House of Delegates     ,16,,74
16,7,19,8,16,Joseph Aloysius Hennessey,DEM,House of Delegates     ,16,,51
16,7,19,8,16,Ariana Kelly,DEM,House of Delegates     ,16,Y,542
16,7,19,8,16,Marc Korman,DEM,House of Delegates     ,16,Y,504
16,7,19,8,16,Marc Lande,DEM,House of Delegates     ,16,,18
16,7,19,8,16,Sara Love,DEM,House of Delegates     ,16,Y,370
16,7,19,8,16,Samir Paul,DEM,House of Delegates     ,16,,511
16,7,19,8,16,Roger Berliner,DEM,County Executive       ,,,146
16,7,19,8,16,David Blair,DEM,County Executive       ,,,211
16,7,19,8,16,Marc Elrich,DEM,County Executive       ,,Y,273
16,7,19,8,16,Bill Frick,DEM,County Executive       ,,,71
16,7,19,8,16,Rose Krasnow,DEM,County Executive       ,,,100
16,7,19,8,16,George L. Leventhal,DEM,County Executive       ,,,61
16,7,19,8,16,Gabe Albornoz,DEM,County Council At Large,,Y,278
16,7,19,8,16,Rosemary O. Arkoian,DEM,County Council At Large,,,24
16,7,19,8,16,Marilyn Balcombe,DEM,County Council At Large,,,205
16,7,19,8,16,Charles Barkley,DEM,County Council At Large,,,20
16,7,19,8,16,Shruti Bhatnagar,DEM,County Council At Large,,,61
16,7,19,8,16,Cherri L. Branson,DEM,County Council At Large,,,21
16,7,19,8,16,Brandy H. M. Brooks,DEM,County Council At Large,,,141
16,7,19,8,16,Craig Carozza-Caviness,DEM,County Council At Large,,,6
16,7,19,8,16,Ron Colbert,DEM,County Council At Large,,,3
16,7,19,8,16,Bill Conway,DEM,County Council At Large,,,163
16,7,19,8,16,Hoan Dang,DEM,County Council At Large,,,107
16,7,19,8,16,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,14
16,7,19,8,16,Lorna Phillips Forde,DEM,County Council At Large,,,38
16,7,19,8,16,Jill Ortman Fouse,DEM,County Council At Large,,,81
16,7,19,8,16,Loretta Jean Garcia,DEM,County Council At Large,,,52
16,7,19,8,16,Paul S. Geller,DEM,County Council At Large,,,18
16,7,19,8,16,Evan Glass,DEM,County Council At Large,,Y,291
16,7,19,8,16,Richard Gottfried,DEM,County Council At Large,,,11
16,7,19,8,16,Neil H. Greenberger,DEM,County Council At Large,,,29
16,7,19,8,16,Seth Grimes,DEM,County Council At Large,,,94
16,7,19,8,16,Ashwani Jain,DEM,County Council At Large,,,153
16,7,19,8,16,Will Jawando,DEM,County Council At Large,,Y,265
16,7,19,8,16,David V. Lipscomb,DEM,County Council At Large,,,10
16,7,19,8,16,Melissa McKenna,DEM,County Council At Large,,,43
16,7,19,8,16,Danielle Meitiv,DEM,County Council At Large,,,115
16,7,19,8,16,Hans Riemer,DEM,County Council At Large,,Y,456
16,7,19,8,16,Michele Riley,DEM,County Council At Large,,,38
16,7,19,8,16,Graciela Rivera-Oven,DEM,County Council At Large,,,26
16,7,19,8,16,Darwin Romero,DEM,County Council At Large,,,7
16,7,19,8,16,Mohammad Siddique,DEM,County Council At Large,,,42
16,7,19,8,16,Jarrett Smith,DEM,County Council At Large,,,5
16,7,19,8,16,Steve Solomon,DEM,County Council At Large,,,20
16,7,19,8,16,Chris Wilhelm,DEM,County Council At Large,,,169
16,7,19,8,16,Bill Cook,DEM,County Council         ,1,,17
16,7,19,8,16,Pete Fosselman,DEM,County Council         ,1,,60
16,7,19,8,16,Andrew Friedson,DEM,County Council         ,1,Y,213
16,7,19,8,16,Ana Sol Gutierrez,DEM,County Council         ,1,,181
16,7,19,8,16,Jim McGee,DEM,County Council         ,1,,22
16,7,19,8,16,Regina Reggie Oldak,DEM,County Council         ,1,,194
16,7,19,8,16,Dalbin Osorio,DEM,County Council         ,1,,4
16,7,19,8,16,Meredith Wellington,DEM,County Council         ,1,,112
16,7,19,8,16,James A. Bonifant,DEM,Judge of the Circuit Court,6,Y,426
16,7,19,8,16,Jeannie E. Cho,DEM,Judge of the Circuit Court,6,Y,518
16,7,19,8,16,Jill Reid Cummins,DEM,Judge of the Circuit Court,6,Y,518
16,7,19,8,16,Debra L. Dwyer,DEM,Judge of the Circuit Court,6,Y,538
16,7,19,8,16,Kevin G. Hessler,DEM,Judge of the Circuit Court,6,Y,426
16,7,19,8,16,David W. Lease,DEM,Judge of the Circuit Court,6,Y,429
16,7,19,8,16,Marylin Pierre,DEM,Judge of the Circuit Court,6,,314
16,7,19,8,16,Margaret Marie Schweitzer,DEM,Judge of the Circuit Court,6,Y,523
16,7,19,8,16,John McCarthy,DEM,State's Attorney       ,,Y,651
16,7,19,8,16,Alan S. Bowser,DEM,Clerk Circuit Court,,,146
16,7,19,8,16,Barbara H. Meiklejohn,DEM,Clerk Circuit Court,,Y,465
16,7,19,8,16,Joseph M. Griffin,DEM,Register of Wills      ,,Y,634
16,7,19,8,16,Darren Mark Popkin,DEM,Sheriff                ,,Y,633
16,7,19,8,16,Marjorie Goldman,DEM,DEM Cent Comm Female At Large,,Y,327
16,7,19,8,16,Laura Henderson,DEM,DEM Cent Comm Female At Large,,Y,265
16,7,19,8,16,Martine Laney,DEM,DEM Cent Comm Female At Large,,,183
16,7,19,8,16,Marie Kathleen Mapes,DEM,DEM Cent Comm Female At Large,,Y,287
16,7,19,8,16,Michelle Ngwafon,DEM,DEM Cent Comm Female At Large,,Y,277
16,7,19,8,16,Judith Ann Stephenson,DEM,DEM Cent Comm Female At Large,,,248
16,7,19,8,16,Darrell Anderson,DEM,DEM Cent Comm Male At Large,,,138
16,7,19,8,16,Andy Aviles,DEM,DEM Cent Comm Male At Large,,,130
16,7,19,8,16,Christopher Delgado Bradbury,DEM,DEM Cent Comm Male At Large,,,133
16,7,19,8,16,Juan Miguel Cardenas,DEM,DEM Cent Comm Male At Large,,Y,212
16,7,19,8,16,Justin W. Chappell,DEM,DEM Cent Comm Male At Large,,,131
16,7,19,8,16,Edward Fischman,DEM,DEM Cent Comm Male At Large,,,125
16,7,19,8,16,Scott E. Goldberg,DEM,DEM Cent Comm Male At Large,,Y,232
16,7,19,8,16,Dave Kunes,DEM,DEM Cent Comm Male At Large,,Y,179
16,7,19,8,16,Erwin David Rose,DEM,DEM Cent Comm Male At Large,,Y,170
16,7,19,8,16,Gabriel Sorrel,DEM,DEM Cent Comm Male At Large,,,179
16,7,19,8,16,Ann Racuya-Robbins,DEM,DEM Cent Comm Female,16,,180
16,7,19,8,16,Sarah Wolek,DEM,DEM Cent Comm Female,16,Y,275
16,7,19,8,16,Jordan Cooper,DEM,DEM Cent Comm Male,16,Y,302
16,7,19,8,16,Brian Michael Doherty,DEM,DEM Cent Comm Male,16,,90
16,7,19,8,16,Hrant Jamgochian,DEM,DEM Cent Comm Male,16,,179
16,7,20,8,16,"Rushern L. Baker, III",DEM,Governor / Lt. Governor,,,150
16,7,20,8,16,Ralph Jaffe,DEM,Governor / Lt. Governor,,,7
16,7,20,8,16,Ben Jealous,DEM,Governor / Lt. Governor,,Y,125
16,7,20,8,16,"James Hugh Jones, II",DEM,Governor / Lt. Governor,,,8
16,7,20,8,16,Valerie Ervin,DEM,Governor / Lt. Governor,,,11
16,7,20,8,16,Rich Madaleno,DEM,Governor / Lt. Governor,,,52
16,7,20,8,16,Alec Ross,DEM,Governor / Lt. Governor,,,12
16,7,20,8,16,Jim Shea,DEM,Governor / Lt. Governor,,,15
16,7,20,8,16,Krish O'Mara Vignarajah,DEM,Governor / Lt. Governor,,,36
16,7,20,8,16,Peter Franchot,DEM,Comptroller            ,,Y,369
16,7,20,8,16,Brian E. Frosh,DEM,Attorney General       ,,Y,372
16,7,20,8,16,Ben Cardin,DEM,U.S. Senator           ,,Y,360
16,7,20,8,16,Erik Jetmir,DEM,U.S. Senator           ,,,5
16,7,20,8,16,Chelsea Manning,DEM,U.S. Senator           ,,,19
16,7,20,8,16,Marcia H. Morgan,DEM,U.S. Senator           ,,,7
16,7,20,8,16,Jerome Jerry Segal,DEM,U.S. Senator           ,,,15
16,7,20,8,16,Richard Rikki Vaughn,DEM,U.S. Senator           ,,,4
16,7,20,8,16,Debbie Rica Wilson,DEM,U.S. Senator           ,,,6
16,7,20,8,16,Lih Young,DEM,U.S. Senator           ,,,8
16,7,20,8,16,Utam Paul,DEM,Representative in Congress,8,,22
16,7,20,8,16,Jamie Raskin,DEM,Representative in Congress,8,Y,376
16,7,20,8,16,Summer Spring,DEM,Representative in Congress,8,,25
16,7,20,8,16,Susan C. Lee,DEM,State Senator          ,16,Y,362
16,7,20,8,16,Jordan Cooper,DEM,House of Delegates     ,16,,88
16,7,20,8,16,Nuchhi Currier,DEM,House of Delegates     ,16,,45
16,7,20,8,16,Joseph Aloysius Hennessey,DEM,House of Delegates     ,16,,28
16,7,20,8,16,Ariana Kelly,DEM,House of Delegates     ,16,Y,247
16,7,20,8,16,Marc Korman,DEM,House of Delegates     ,16,Y,233
16,7,20,8,16,Marc Lande,DEM,House of Delegates     ,16,,11
16,7,20,8,16,Sara Love,DEM,House of Delegates     ,16,Y,192
16,7,20,8,16,Samir Paul,DEM,House of Delegates     ,16,,227
16,7,20,8,16,Roger Berliner,DEM,County Executive       ,,,53
16,7,20,8,16,David Blair,DEM,County Executive       ,,,119
16,7,20,8,16,Marc Elrich,DEM,County Executive       ,,Y,151
16,7,20,8,16,Bill Frick,DEM,County Executive       ,,,28
16,7,20,8,16,Rose Krasnow,DEM,County Executive       ,,,50
16,7,20,8,16,George L. Leventhal,DEM,County Executive       ,,,31
16,7,20,8,16,Gabe Albornoz,DEM,County Council At Large,,Y,105
16,7,20,8,16,Rosemary O. Arkoian,DEM,County Council At Large,,,17
16,7,20,8,16,Marilyn Balcombe,DEM,County Council At Large,,,86
16,7,20,8,16,Charles Barkley,DEM,County Council At Large,,,20
16,7,20,8,16,Shruti Bhatnagar,DEM,County Council At Large,,,21
16,7,20,8,16,Cherri L. Branson,DEM,County Council At Large,,,23
16,7,20,8,16,Brandy H. M. Brooks,DEM,County Council At Large,,,57
16,7,20,8,16,Craig Carozza-Caviness,DEM,County Council At Large,,,6
16,7,20,8,16,Ron Colbert,DEM,County Council At Large,,,3
16,7,20,8,16,Bill Conway,DEM,County Council At Large,,,75
16,7,20,8,16,Hoan Dang,DEM,County Council At Large,,,64
16,7,20,8,16,"Tom R. Falcinelli, Jr.",DEM,County Council At Large,,,10
16,7,20,8,16,Lorna Phillips Forde,DEM,County Council At Large,,,19
16,7,20,8,16,Jill Ortman Fouse,DEM,County Council At Large,,,63
16,7,20,8,16,Loretta Jean Garcia,DEM,County Council At Large,,,23
16,7,20,8,16,Paul S. Geller,DEM,County Council At Large,,,14
16,7,20,8,16,Evan Glass,DEM,County Council At Large,,Y,147
16,7,20,8,16,Richard Gottfried,DEM,County Council At Large,,,8
16,7,20,8,16,Neil H. Greenberger,DEM,County Council At Large,,,18
16,7,20,8,16,Seth Grimes,DEM,County Council At Large,,,28
16,7,20,8,16,Ashwani Jain,DEM,County Council At Large,,,43
16,7,20,8,16,Will Jawando,DEM,County Council At Large,,Y,137
16,7,20,8,16,David V. Lipscomb,DEM,County Council At Large,,,6
16,7,20,8,16,Melissa McKenna,DEM,County Council At Large,,,34
16,7,20,8,16,Danielle Meitiv,DEM,County Council At Large,,,58
16,7,20,8,16,Hans Riemer,DEM,County Council At Large,,Y,156
16,7,20,8,16,Michele Riley,DEM,County Council At Large,,,22
16,7,20,8,16,Graciela Rivera-Oven,DEM,County Council At Large,,,17
16,7,20,8,16,Darwin Romero,DEM,County Council At Large,,,2
16,7,20,8,16,Mohammad Siddique,DEM,County Council At Large,,,36
